# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
0              	U              	0.0000000e+00	(2.5225794e+00 1.7151207e-01 6.4900000e+00)	1.7320508e-01	(7.1919808e-02 6.5388253e-02 7.7903065e-02)
258            	T              	2.9144871e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
258            	p_rgh          	-3.2379203e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8906787e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
259            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7660130e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
259            	T              	2.9144871e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
259            	p_rgh          	-3.2381630e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8912529e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
260            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7652052e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
260            	T              	2.9144871e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
260            	p_rgh          	-3.2384167e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8917909e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
261            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7644074e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
261            	T              	2.9144871e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
261            	p_rgh          	-3.2386785e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8923061e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
262            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7636199e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
262            	T              	2.9144872e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
262            	p_rgh          	-3.2389394e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8927992e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
263            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7628431e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
263            	T              	2.9144872e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
263            	p_rgh          	-3.2391933e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8932872e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
264            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7620770e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
264            	T              	2.9144872e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
264            	p_rgh          	-3.2394495e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8937530e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
265            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7613218e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
265            	T              	2.9144872e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
265            	p_rgh          	-3.2397154e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8941978e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
266            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7605774e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
266            	T              	2.9144872e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
266            	p_rgh          	-3.2399802e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8946295e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
267            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7598438e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
267            	T              	2.9144872e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
267            	p_rgh          	-3.2402485e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8950500e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
268            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7591209e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
268            	T              	2.9144872e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
268            	p_rgh          	-3.2405151e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8954576e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
269            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7584086e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
269            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
269            	p_rgh          	-3.2407835e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8958591e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
270            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7577066e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
270            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
270            	p_rgh          	-3.2410644e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8962361e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
271            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7570147e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
271            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
271            	p_rgh          	-3.2413286e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8966256e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
272            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7563326e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
272            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
272            	p_rgh          	-3.2416038e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8969935e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
273            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7556602e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
273            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
273            	p_rgh          	-3.2418729e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8973666e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
274            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7549971e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
274            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
274            	p_rgh          	-3.2421476e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8977267e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
275            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7543432e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
275            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
275            	p_rgh          	-3.2424083e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8981009e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
276            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7536980e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
276            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
276            	p_rgh          	-3.2426717e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8984635e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
277            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7530615e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
277            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
277            	p_rgh          	-3.2429313e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8988322e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
278            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7524335e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
278            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
278            	p_rgh          	-3.2431915e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8991924e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
279            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7518139e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
279            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
279            	p_rgh          	-3.2434506e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8995659e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
280            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7512025e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
280            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
280            	p_rgh          	-3.2437024e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.8999329e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
281            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7505994e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
281            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
281            	p_rgh          	-3.2439606e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9002889e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
282            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7500045e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
282            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
282            	p_rgh          	-3.2442083e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9006538e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
283            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7494179e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
283            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
283            	p_rgh          	-3.2444534e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9010287e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
284            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7488396e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
284            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
284            	p_rgh          	-3.2446954e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9014043e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
285            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7482697e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
285            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
285            	p_rgh          	-3.2449375e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9017882e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
286            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7477086e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
286            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
286            	p_rgh          	-3.2451769e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9021719e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
287            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7471565e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
287            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
287            	p_rgh          	-3.2454031e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9025778e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
288            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7466135e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
288            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
288            	p_rgh          	-3.2456236e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9029875e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
289            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7460798e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
289            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
289            	p_rgh          	-3.2458413e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9034059e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
290            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7455554e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
290            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
290            	p_rgh          	-3.2460557e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9038259e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
291            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7450405e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
291            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
291            	p_rgh          	-3.2462555e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9042645e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
292            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7445350e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
292            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
292            	p_rgh          	-3.2464553e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9046979e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
293            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7440391e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
293            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
293            	p_rgh          	-3.2466426e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9051433e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
294            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7435529e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
294            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
294            	p_rgh          	-3.2468303e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9055795e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
295            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7430762e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
295            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
295            	p_rgh          	-3.2470068e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9060230e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
296            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7426090e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
296            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
296            	p_rgh          	-3.2471792e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9064567e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
297            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7421514e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
297            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
297            	p_rgh          	-3.2473466e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9068885e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
298            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7417034e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
298            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
298            	p_rgh          	-3.2475075e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9073071e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
299            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7412648e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
299            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
299            	p_rgh          	-3.2476544e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9077293e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
300            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7408356e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
300            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
300            	p_rgh          	-3.2478004e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9081284e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
301            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7404158e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
301            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
301            	p_rgh          	-3.2479381e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9085223e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
302            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7400051e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
302            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
302            	p_rgh          	-3.2480675e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9088981e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
303            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7396037e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
303            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
303            	p_rgh          	-3.2481895e+01	(2.8005101e+00 2.5862714e+00 6.5269089e+00)	2.9092622e+01	(1.4176623e+00 2.5810930e+00 6.9673359e+00)
304            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7392113e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
304            	T              	2.9144873e+02	(2.6968063e+00 1.0310725e+00 5.4974446e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
